session_id,user_id,workflow_type,task_id,duration_s,app_switches_per_min,backtrack_rate,repeated_action_ratio,correction_rate,hesitation_ms_p50,idle_ratio,navigation_efficiency,action_sequence_entropy,workflow_repeat_count,predictable_sequence_score,completion_success,friction_score,focus_score,automation_potential,model_confidence,behavior_label,data_origin
syn_00702,bootstrap_user_06,repetitive_admin,repetitive_admin_042,87.1,3.655,0.0851,0.8278,0.0963,153.7,0.0581,0.759,0.3163,10,0.9797,True,0.1674,0.7658,0.7381,0.957,automation_candidate,synthetic_bootstrap
syn_00703,bootstrap_user_07,deep_work,deep_work_043,2257.5,0.893,0.1016,0.1705,0.0909,839.7,0.05,0.9124,0.6674,0,0.3274,False,0.2357,0.8016,0.2601,0.5718,focused_or_low_friction,synthetic_bootstrap
syn_00704,bootstrap_user_08,research_browsing,research_browsing_044,2085.5,4.199,0.3627,0.199,0.0982,804.8,0.0811,0.5956,0.7859,0,0.3153,True,0.4274,0.5824,0.3459,0.5545,moderate_friction,synthetic_bootstrap
syn_00705,bootstrap_user_09,repetitive_admin,repetitive_admin_045,292.7,2.863,0.0741,0.6204,0.0562,354.5,0.0676,0.7688,0.1743,13,0.9356,True,0.1925,0.7862,0.6773,0.963,focused_or_low_friction,synthetic_bootstrap
syn_00706,bootstrap_user_10,support_lookup,support_lookup_046,295.8,4.269,0.2236,0.6444,0.0931,155.4,0.0758,0.6226,0.4456,8,0.7552,True,0.2833,0.6529,0.5791,0.8853,focused_or_low_friction,synthetic_bootstrap
syn_00707,bootstrap_user_11,coding_debugging,coding_debugging_047,1857.6,1.558,0.2445,0.1163,0.3727,628.6,0.0765,0.5531,0.7263,1,0.1059,True,0.3484,0.6837,0.2962,0.5318,moderate_friction,synthetic_bootstrap
syn_00708,bootstrap_user_12,coding_debugging,coding_debugging_048,1026.1,3.37,0.2773,0.3999,0.2544,165.1,0.096,0.7979,0.7735,2,0.466,True,0.2812,0.6837,0.4167,0.6387,focused_or_low_friction,synthetic_bootstrap
syn_00709,bootstrap_user_01,support_lookup,support_lookup_049,360.3,5.214,0.124,0.5648,0.1609,546.1,0.0701,0.4964,0.4322,7,0.7836,True,0.3541,0.6075,0.5718,0.8715,moderate_friction,synthetic_bootstrap
syn_00710,bootstrap_user_02,support_lookup,support_lookup_050,213.6,6.917,0.2529,0.4941,0.2118,442.1,0.0609,0.7497,0.1433,6,0.7327,True,0.3184,0.6547,0.5529,0.871,moderate_friction,synthetic_bootstrap
syn_00711,bootstrap_user_03,research_browsing,research_browsing_051,1882.6,3.332,0.2237,0.1918,0.1918,688.0,0.0843,0.3509,0.6853,1,0.287,True,0.4236,0.5709,0.3032,0.582,moderate_friction,synthetic_bootstrap
syn_00712,bootstrap_user_04,coding_debugging,coding_debugging_052,1375.7,3.432,0.1582,0.2644,0.1095,396.6,0.0706,0.7348,0.6421,1,0.4251,True,0.2656,0.7153,0.3675,0.6217,focused_or_low_friction,synthetic_bootstrap
syn_00713,bootstrap_user_05,coding_debugging,coding_debugging_053,1151.1,1.838,0.3284,0.3635,0.4664,581.8,0.155,0.6705,0.8175,2,0.3938,True,0.4138,0.6121,0.4034,0.6154,moderate_friction,synthetic_bootstrap
syn_00714,bootstrap_user_06,research_browsing,research_browsing_054,1296.5,0.294,0.075,0.1485,0.0449,829.1,0.0445,0.5198,0.763,3,0.227,True,0.26,0.7576,0.3079,0.6027,focused_or_low_friction,synthetic_bootstrap
syn_00715,bootstrap_user_07,coding_debugging,coding_debugging_055,1085.0,0.673,0.2545,0.238,0.3286,588.2,0.157,0.6115,0.628,2,0.69,True,0.3538,0.616,0.4103,0.7121,moderate_friction,synthetic_bootstrap
syn_00716,bootstrap_user_08,repetitive_admin,repetitive_admin_056,317.8,3.384,0.1096,0.6613,0.0654,276.8,0.0446,0.8402,0.1287,9,0.9704,True,0.1429,0.822,0.6426,0.9772,focused_or_low_friction,synthetic_bootstrap
syn_00717,bootstrap_user_09,support_lookup,support_lookup_057,257.7,3.052,0.0304,0.6002,0.0468,517.9,0.0935,0.8454,0.3703,10,0.8299,True,0.1575,0.7711,0.5773,0.913,focused_or_low_friction,synthetic_bootstrap
syn_00718,bootstrap_user_10,deep_work,deep_work_058,2491.4,1.042,0.0312,0.175,0.1966,726.4,0.0595,0.763,0.69,1,0.494,True,0.2102,0.7732,0.3399,0.6332,focused_or_low_friction,synthetic_bootstrap
syn_00719,bootstrap_user_11,coding_debugging,coding_debugging_059,1116.7,2.424,0.4119,0.3378,0.225,764.8,0.0776,0.425,0.7091,5,0.1803,True,0.3989,0.6086,0.3661,0.6425,moderate_friction,synthetic_bootstrap
syn_00720,bootstrap_user_12,research_browsing,research_browsing_060,637.4,1.484,0.3398,0.1014,0.075,1113.0,0.0733,0.6211,0.8851,3,0.1402,True,0.3339,0.6882,0.2028,0.5663,moderate_friction,synthetic_bootstrap
syn_00721,bootstrap_user_01,support_lookup,support_lookup_001,210.6,4.803,0.2296,0.7084,0.0677,424.2,0.0665,0.7862,0.3338,6,0.6874,True,0.2535,0.7111,0.5549,0.8368,focused_or_low_friction,synthetic_bootstrap
syn_00722,bootstrap_user_02,support_lookup,support_lookup_002,268.5,2.5,0.0079,0.7827,0.1139,557.2,0.0225,0.5697,0.4769,12,0.7279,True,0.2423,0.7571,0.6946,0.8747,automation_candidate,synthetic_bootstrap
syn_00723,bootstrap_user_03,deep_work,deep_work_003,1573.4,1.358,0.0991,0.1486,0.1586,502.2,0.0761,0.9304,0.8049,3,0.0,True,0.1969,0.7438,0.2661,0.5409,focused_or_low_friction,synthetic_bootstrap
syn_00724,bootstrap_user_04,research_browsing,research_browsing_004,1480.3,3.746,0.1959,0.2999,0.1389,769.4,0.1347,0.7189,0.8817,2,0.4188,True,0.4093,0.5837,0.3667,0.6139,moderate_friction,synthetic_bootstrap
syn_00725,bootstrap_user_05,deep_work,deep_work_005,2965.4,0.0,0.1119,0.0943,0.1841,495.5,0.0482,0.7987,0.6086,1,0.3106,True,0.236,0.8211,0.2543,0.5971,focused_or_low_friction,synthetic_bootstrap
syn_00726,bootstrap_user_06,deep_work,deep_work_006,970.9,0.94,0.1066,0.2084,0.1176,733.1,0.1199,1.0,0.9901,0,0.0863,True,0.219,0.6959,0.2359,0.4728,focused_or_low_friction,synthetic_bootstrap
syn_00727,bootstrap_user_07,repetitive_admin,repetitive_admin_007,379.5,2.506,0.0874,0.696,0.1137,316.7,0.0413,0.7913,0.2601,12,0.7864,True,0.1827,0.8128,0.6513,0.9154,focused_or_low_friction,synthetic_bootstrap
syn_00728,bootstrap_user_08,deep_work,deep_work_008,2471.8,1.666,0.0486,0.269,0.0,643.7,0.0457,0.8981,0.5839,1,0.2528,True,0.2413,0.7964,0.3706,0.5856,focused_or_low_friction,synthetic_bootstrap
syn_00729,bootstrap_user_09,support_lookup,support_lookup_009,221.4,6.09,0.0499,0.5828,0.0832,796.8,0.0656,0.4512,0.2159,3,0.8834,True,0.3185,0.6212,0.5636,0.8324,moderate_friction,synthetic_bootstrap
syn_00730,bootstrap_user_10,support_lookup,support_lookup_010,147.0,4.849,0.2098,0.5843,0.1299,538.4,0.0749,0.5266,0.4276,10,0.8221,True,0.2976,0.6393,0.6019,0.9042,focused_or_low_friction,synthetic_bootstrap
syn_00731,bootstrap_user_11,repetitive_admin,repetitive_admin_011,247.8,4.02,0.022,0.7539,0.0646,321.7,0.0552,0.6762,0.3312,8,0.8106,True,0.1911,0.7381,0.6556,0.9129,focused_or_low_friction,synthetic_bootstrap
syn_00732,bootstrap_user_12,deep_work,deep_work_012,2500.1,1.061,0.0649,0.0356,0.1003,647.0,0.0942,0.5444,0.767,2,0.3139,True,0.299,0.6614,0.305,0.6014,focused_or_low_friction,synthetic_bootstrap
syn_00733,bootstrap_user_01,deep_work,deep_work_013,1166.3,0.774,0.0721,0.084,0.1052,685.9,0.1299,0.8779,0.5104,0,0.3699,True,0.1706,0.7841,0.2882,0.6012,focused_or_low_friction,synthetic_bootstrap
syn_00734,bootstrap_user_02,repetitive_admin,repetitive_admin_014,501.4,4.188,0.1233,1.0,0.0424,301.2,0.0217,0.8806,0.3602,6,0.7909,True,0.2184,0.8029,0.6805,0.8595,automation_candidate,synthetic_bootstrap
syn_00735,bootstrap_user_03,deep_work,deep_work_015,2055.8,0.935,0.0488,0.1385,0.0308,538.9,0.1104,0.8992,0.7467,1,0.5362,True,0.2234,0.7605,0.3259,0.637,focused_or_low_friction,synthetic_bootstrap
syn_00736,bootstrap_user_04,coding_debugging,coding_debugging_016,1274.5,2.897,0.1536,0.1273,0.1701,751.9,0.0833,0.4521,0.7349,2,0.5855,True,0.3752,0.5997,0.3972,0.6732,moderate_friction,synthetic_bootstrap
syn_00737,bootstrap_user_05,repetitive_admin,repetitive_admin_017,421.4,2.96,0.0683,0.6643,0.0729,484.5,0.0653,0.9043,0.3474,10,0.8355,True,0.1791,0.7643,0.5829,0.9172,focused_or_low_friction,synthetic_bootstrap
syn_00738,bootstrap_user_06,repetitive_admin,repetitive_admin_018,268.7,4.802,0.1421,0.6748,0.0959,126.1,0.0585,0.855,0.2679,1,0.8269,True,0.186,0.7009,0.576,0.7671,focused_or_low_friction,synthetic_bootstrap
syn_00739,bootstrap_user_07,repetitive_admin,repetitive_admin_019,231.9,2.957,0.0578,0.5957,0.0619,462.7,0.0887,0.7052,0.179,10,0.9006,True,0.1905,0.744,0.632,0.9537,focused_or_low_friction,synthetic_bootstrap
syn_00740,bootstrap_user_08,support_lookup,support_lookup_020,241.8,5.584,0.3583,0.6434,0.1097,566.1,0.0403,0.7365,0.4085,5,0.8802,True,0.2978,0.6662,0.5801,0.8535,focused_or_low_friction,synthetic_bootstrap
syn_00741,bootstrap_user_09,deep_work,deep_work_021,2280.2,1.174,0.0745,0.1122,0.0901,515.4,0.0994,0.8441,0.6709,2,0.2691,True,0.2332,0.7118,0.2954,0.6018,focused_or_low_friction,synthetic_bootstrap
syn_00742,bootstrap_user_10,deep_work,deep_work_022,2186.3,0.643,0.0052,0.0669,0.1171,134.2,0.022,0.8629,0.6577,1,0.2906,True,0.1428,0.8209,0.2531,0.5862,focused_or_low_friction,synthetic_bootstrap
syn_00743,bootstrap_user_11,research_browsing,research_browsing_023,1523.4,2.718,0.1566,0.0208,0.1184,667.4,0.0841,0.4555,0.801,2,0.3117,True,0.3635,0.606,0.3024,0.5968,moderate_friction,synthetic_bootstrap
syn_00744,bootstrap_user_12,deep_work,deep_work_024,1824.3,0.82,0.1448,0.0782,0.0912,664.1,0.0924,0.7905,0.5094,0,0.5991,True,0.1992,0.7647,0.3106,0.6587,focused_or_low_friction,synthetic_bootstrap
syn_00745,bootstrap_user_01,support_lookup,support_lookup_025,226.9,3.171,0.0669,0.3464,0.0301,703.8,0.0304,0.7135,0.4652,7,0.7601,True,0.2172,0.7786,0.5148,0.8617,focused_or_low_friction,synthetic_bootstrap
syn_00746,bootstrap_user_02,support_lookup,support_lookup_026,405.0,1.718,0.145,0.6205,0.1332,209.1,0.0077,0.7907,0.2985,2,0.6796,True,0.1929,0.8517,0.45,0.7491,focused_or_low_friction,synthetic_bootstrap
syn_00747,bootstrap_user_03,repetitive_admin,repetitive_admin_027,158.4,4.624,0.1439,0.6799,0.0591,570.4,0.0677,0.8432,0.2216,8,0.8922,True,0.2121,0.7181,0.6312,0.9464,focused_or_low_friction,synthetic_bootstrap
syn_00748,bootstrap_user_04,support_lookup,support_lookup_028,127.9,4.986,0.2049,0.5936,0.1325,454.3,0.0399,0.7144,0.4246,5,0.7307,True,0.2417,0.717,0.5144,0.8142,focused_or_low_friction,synthetic_bootstrap
syn_00749,bootstrap_user_05,coding_debugging,coding_debugging_029,1106.6,1.361,0.3613,0.1788,0.2347,980.9,0.1194,0.3346,0.7042,3,0.3725,True,0.3749,0.5249,0.3286,0.6461,moderate_friction,synthetic_bootstrap
syn_00750,bootstrap_user_06,research_browsing,research_browsing_030,1491.1,0.0,0.1441,0.0262,0.0879,1080.7,0.0991,0.5671,0.8671,2,0.2742,False,0.3338,0.6856,0.2393,0.5795,moderate_friction,synthetic_bootstrap
syn_00751,bootstrap_user_07,repetitive_admin,repetitive_admin_031,368.1,4.117,0.0998,0.8678,0.0381,566.4,0.0642,0.6528,0.3309,5,0.8627,True,0.2443,0.7202,0.6448,0.8585,focused_or_low_friction,synthetic_bootstrap
syn_00752,bootstrap_user_08,repetitive_admin,repetitive_admin_032,251.2,2.132,0.1362,0.7612,0.053,586.9,0.0744,0.6837,0.2078,7,0.8335,False,0.2198,0.7667,0.6198,0.9109,focused_or_low_friction,synthetic_bootstrap
syn_00753,bootstrap_user_09,repetitive_admin,repetitive_admin_033,543.4,3.258,0.1442,0.7913,0.0995,278.8,0.0297,0.714,0.2093,2,0.9141,True,0.1969,0.778,0.6046,0.8184,focused_or_low_friction,synthetic_bootstrap
syn_00754,bootstrap_user_10,support_lookup,support_lookup_034,278.2,3.002,0.0717,0.6876,0.0333,478.1,0.0502,0.6477,0.3878,11,0.6301,True,0.1683,0.7671,0.5456,0.861,focused_or_low_friction,synthetic_bootstrap
syn_00755,bootstrap_user_11,coding_debugging,coding_debugging_035,2196.4,1.849,0.4219,0.3484,0.2564,686.5,0.0581,0.6966,0.6777,1,0.4952,True,0.3875,0.6921,0.3847,0.635,moderate_friction,synthetic_bootstrap
syn_00756,bootstrap_user_12,repetitive_admin,repetitive_admin_036,346.3,4.735,0.1077,0.6768,0.073,439.1,0.019,0.7784,0.3056,1,1.0,True,0.1951,0.7313,0.5672,0.8058,focused_or_low_friction,synthetic_bootstrap
syn_00757,bootstrap_user_01,repetitive_admin,repetitive_admin_037,206.1,4.564,0.0919,0.9146,0.047,365.4,0.088,0.7109,0.3072,12,0.8155,True,0.176,0.6924,0.7314,0.917,automation_candidate,synthetic_bootstrap
syn_00758,bootstrap_user_02,research_browsing,research_browsing_038,1880.8,2.699,0.0912,0.0,0.2434,765.9,0.1168,0.6134,0.6855,1,0.5092,True,0.3467,0.6053,0.3109,0.6375,moderate_friction,synthetic_bootstrap
syn_00759,bootstrap_user_03,deep_work,deep_work_039,1642.3,1.722,0.0706,0.0548,0.0871,497.6,0.0288,0.8522,0.8009,2,0.2544,True,0.1402,0.7675,0.2758,0.5825,focused_or_low_friction,synthetic_bootstrap
syn_00760,bootstrap_user_04,support_lookup,support_lookup_040,170.3,6.628,0.2434,0.3869,0.0214,342.9,0.1072,0.7491,0.5386,7,0.7691,True,0.2936,0.557,0.4941,0.8551,focused_or_low_friction,synthetic_bootstrap
syn_00761,bootstrap_user_05,coding_debugging,coding_debugging_041,1828.1,2.086,0.4264,0.0812,0.5688,682.9,0.1354,0.7053,0.6703,4,0.5419,True,0.4531,0.6115,0.408,0.7151,high_friction,synthetic_bootstrap
syn_00762,bootstrap_user_06,deep_work,deep_work_042,2496.6,1.116,0.0765,0.1985,0.0,339.2,0.0915,0.9092,0.7,3,0.4542,True,0.1763,0.7588,0.3485,0.667,focused_or_low_friction,synthetic_bootstrap
syn_00763,bootstrap_user_07,deep_work,deep_work_043,2565.6,0.301,0.0958,0.2088,0.0743,353.0,0.077,0.885,0.63,0,0.4881,True,0.2056,0.8064,0.3812,0.6164,focused_or_low_friction,synthetic_bootstrap
syn_00764,bootstrap_user_08,deep_work,deep_work_044,2357.5,0.474,0.1035,0.1054,0.0673,195.7,0.0686,0.8636,0.6734,0,0.1672,True,0.1712,0.7669,0.2396,0.531,focused_or_low_friction,synthetic_bootstrap
syn_00765,bootstrap_user_09,research_browsing,research_browsing_045,2444.6,3.683,0.0,0.3922,0.0075,604.7,0.0533,0.4912,0.8228,0,0.2892,True,0.321,0.6041,0.3396,0.5436,moderate_friction,synthetic_bootstrap
syn_00766,bootstrap_user_10,deep_work,deep_work_046,1630.8,0.532,0.0206,0.1915,0.1198,258.2,0.0429,0.8309,0.5835,2,0.5262,True,0.0965,0.8313,0.365,0.6765,focused_or_low_friction,synthetic_bootstrap
syn_00767,bootstrap_user_11,repetitive_admin,repetitive_admin_047,397.5,3.675,0.1615,0.7243,0.0776,648.3,0.086,0.815,0.2931,4,0.9502,True,0.2366,0.7155,0.5813,0.8624,focused_or_low_friction,synthetic_bootstrap
syn_00768,bootstrap_user_12,deep_work,deep_work_048,2328.7,1.107,0.0891,0.1466,0.056,80.0,0.0235,0.7606,0.5907,2,0.4474,True,0.1968,0.7896,0.3389,0.656,focused_or_low_friction,synthetic_bootstrap
syn_00769,bootstrap_user_01,deep_work,deep_work_049,1774.5,1.291,0.0853,0.1607,0.0073,288.0,0.1238,0.654,0.8143,2,0.2603,True,0.2534,0.6786,0.2827,0.5824,focused_or_low_friction,synthetic_bootstrap
syn_00770,bootstrap_user_02,coding_debugging,coding_debugging_050,1160.6,1.618,0.2948,0.1726,0.2921,1250.7,0.0952,0.4947,0.5834,3,0.3135,True,0.3746,0.6659,0.3277,0.6459,moderate_friction,synthetic_bootstrap
syn_00771,bootstrap_user_03,repetitive_admin,repetitive_admin_051,426.9,2.862,0.2231,0.7406,0.1578,452.9,0.0928,0.7212,0.3146,13,0.9324,True,0.2562,0.7061,0.7533,0.9454,automation_candidate,synthetic_bootstrap
syn_00772,bootstrap_user_04,support_lookup,support_lookup_052,394.6,3.589,0.1205,0.5025,0.1515,352.7,0.0845,0.7146,0.3,11,0.6438,True,0.2971,0.6681,0.63,0.8749,focused_or_low_friction,synthetic_bootstrap
syn_00773,bootstrap_user_05,support_lookup,support_lookup_053,357.2,3.786,0.1028,0.416,0.2308,353.8,0.0221,0.6868,0.1798,4,0.8895,True,0.2594,0.7801,0.5176,0.8608,focused_or_low_friction,synthetic_bootstrap
syn_00774,bootstrap_user_06,research_browsing,research_browsing_054,1319.0,2.162,0.1678,0.1311,0.0637,879.7,0.1485,0.4681,0.7044,2,0.5586,True,0.344,0.5782,0.3621,0.6701,moderate_friction,synthetic_bootstrap
syn_00775,bootstrap_user_07,deep_work,deep_work_055,1570.9,1.32,0.1027,0.2177,0.1195,610.9,0.1434,0.9265,0.9125,3,0.2697,True,0.2401,0.7014,0.2919,0.5954,focused_or_low_friction,synthetic_bootstrap
syn_00776,bootstrap_user_08,research_browsing,research_browsing_056,1629.0,2.251,0.2661,0.1628,0.124,339.7,0.1497,0.6047,0.8122,4,0.2541,True,0.332,0.5744,0.3871,0.6261,moderate_friction,synthetic_bootstrap
syn_00777,bootstrap_user_09,coding_debugging,coding_debugging_057,1128.7,1.689,0.4858,0.2092,0.1395,587.4,0.0377,0.412,0.6837,2,0.5853,True,0.3739,0.6372,0.4138,0.6793,moderate_friction,synthetic_bootstrap
syn_00778,bootstrap_user_10,deep_work,deep_work_058,2495.6,0.978,0.1011,0.0488,0.1427,770.5,0.0929,0.7725,0.6638,1,0.3067,True,0.2735,0.7513,0.2792,0.5895,focused_or_low_friction,synthetic_bootstrap
syn_00779,bootstrap_user_11,coding_debugging,coding_debugging_059,711.2,1.749,0.2181,0.2214,0.4795,1288.3,0.1418,0.6231,0.5838,3,0.3094,True,0.3552,0.6424,0.3288,0.6448,moderate_friction,synthetic_bootstrap
syn_00780,bootstrap_user_12,research_browsing,research_browsing_060,1345.2,3.733,0.312,0.1751,0.1381,504.3,0.1223,0.7003,0.8266,1,0.2665,False,0.3152,0.5474,0.3219,0.5599,moderate_friction,synthetic_bootstrap
syn_00781,bootstrap_user_01,repetitive_admin,repetitive_admin_001,354.1,1.747,0.201,0.588,0.072,299.5,0.0411,0.6604,0.3514,8,0.9387,True,0.2471,0.738,0.5587,0.9425,focused_or_low_friction,synthetic_bootstrap
syn_00782,bootstrap_user_02,research_browsing,research_browsing_002,2226.5,3.521,0.2507,0.2145,0.1286,715.9,0.0617,0.6782,0.8529,3,0.5117,True,0.3603,0.6652,0.3704,0.6631,moderate_friction,synthetic_bootstrap
syn_00783,bootstrap_user_03,support_lookup,support_lookup_003,293.8,3.992,0.1455,0.7194,0.1222,612.4,0.0355,0.6426,0.2754,6,0.7781,True,0.2778,0.6915,0.6236,0.8665,focused_or_low_friction,synthetic_bootstrap
syn_00784,bootstrap_user_04,coding_debugging,coding_debugging_004,1302.2,2.082,0.2319,0.1453,0.4938,793.5,0.0131,0.6461,0.8406,3,0.2938,True,0.3561,0.7451,0.3374,0.6101,moderate_friction,synthetic_bootstrap
syn_00785,bootstrap_user_05,research_browsing,research_browsing_005,510.6,3.423,0.2327,0.1441,0.049,415.9,0.1643,0.6097,0.8383,2,0.3393,True,0.2869,0.5479,0.2999,0.5992,focused_or_low_friction,synthetic_bootstrap
syn_00786,bootstrap_user_06,repetitive_admin,repetitive_admin_006,236.7,2.992,0.1704,0.9458,0.1513,276.6,0.0883,0.7453,0.3844,11,0.7589,True,0.2315,0.7093,0.6847,0.8936,automation_candidate,synthetic_bootstrap
syn_00787,bootstrap_user_07,coding_debugging,coding_debugging_007,392.8,2.815,0.303,0.1478,0.2674,820.2,0.0721,0.6103,0.545,5,0.4222,True,0.2639,0.6879,0.3561,0.7227,focused_or_low_friction,synthetic_bootstrap
syn_00788,bootstrap_user_08,repetitive_admin,repetitive_admin_008,451.6,4.064,0.1717,0.7433,0.0698,325.8,0.0626,0.8657,0.2697,14,0.8899,True,0.2814,0.777,0.772,0.9401,automation_candidate,synthetic_bootstrap
syn_00789,bootstrap_user_09,coding_debugging,coding_debugging_009,741.1,4.173,0.271,0.2173,0.0841,864.8,0.0458,0.6549,0.6038,5,0.4972,True,0.2875,0.6892,0.3791,0.7343,focused_or_low_friction,synthetic_bootstrap
syn_00790,bootstrap_user_10,coding_debugging,coding_debugging_010,1193.6,1.632,0.2307,0.1884,0.2085,452.5,0.0779,0.6228,0.8364,3,0.5833,True,0.2934,0.675,0.4009,0.683,focused_or_low_friction,synthetic_bootstrap
syn_00791,bootstrap_user_11,repetitive_admin,repetitive_admin_011,290.8,4.134,0.0881,0.6267,0.0995,380.8,0.0343,0.6899,0.173,6,0.948,True,0.222,0.7718,0.5954,0.9212,focused_or_low_friction,synthetic_bootstrap
syn_00792,bootstrap_user_12,support_lookup,support_lookup_012,95.1,3.188,0.1263,0.5227,0.1591,694.7,0.1264,0.5836,0.5357,11,0.7668,True,0.3202,0.6192,0.5532,0.8774,moderate_friction,synthetic_bootstrap
syn_00793,bootstrap_user_01,repetitive_admin,repetitive_admin_013,325.9,0.84,0.1242,0.6348,0.037,434.9,0.0065,0.8125,0.3284,6,0.8549,True,0.1511,0.8777,0.5548,0.8793,focused_or_low_friction,synthetic_bootstrap
syn_00794,bootstrap_user_02,deep_work,deep_work_014,2050.9,0.511,0.004,0.2266,0.1244,353.6,0.0964,0.9206,0.7939,1,0.1713,True,0.1573,0.7878,0.2502,0.5401,focused_or_low_friction,synthetic_bootstrap
syn_00795,bootstrap_user_03,deep_work,deep_work_015,1501.8,0.522,0.0534,0.1491,0.026,645.2,0.0742,1.0,0.5626,3,0.517,True,0.1236,0.8048,0.345,0.6992,focused_or_low_friction,synthetic_bootstrap
syn_00796,bootstrap_user_04,repetitive_admin,repetitive_admin_016,419.9,3.221,0.0239,0.9952,0.0696,388.5,0.0312,0.716,0.2442,8,0.8588,True,0.1975,0.8048,0.715,0.9354,automation_candidate,synthetic_bootstrap
syn_00797,bootstrap_user_05,deep_work,deep_work_017,1915.6,0.691,0.1302,0.1758,0.0821,416.2,0.0756,0.8224,0.6744,1,0.4418,True,0.2312,0.748,0.3407,0.622,focused_or_low_friction,synthetic_bootstrap
syn_00798,bootstrap_user_06,deep_work,deep_work_018,845.4,1.173,0.0072,0.0713,0.1066,338.1,0.0497,0.7812,0.753,1,0.3435,True,0.1704,0.7833,0.2225,0.588,focused_or_low_friction,synthetic_bootstrap
syn_00799,bootstrap_user_07,coding_debugging,coding_debugging_019,1570.3,1.65,0.306,0.1461,0.3371,1443.4,0.1064,0.5594,0.6968,0,0.6229,True,0.4416,0.6135,0.3649,0.6421,high_friction,synthetic_bootstrap
syn_00800,bootstrap_user_08,coding_debugging,coding_debugging_020,1519.4,1.164,0.4025,0.2308,0.207,658.4,0.1874,0.4573,0.6468,4,0.4503,True,0.4422,0.5672,0.4074,0.695,high_friction,synthetic_bootstrap
syn_00801,bootstrap_user_09,coding_debugging,coding_debugging_021,824.4,1.788,0.3113,0.1088,0.4328,1222.1,0.0882,0.6492,0.8386,5,0.638,True,0.396,0.652,0.406,0.7414,moderate_friction,synthetic_bootstrap
syn_00802,bootstrap_user_10,repetitive_admin,repetitive_admin_022,687.4,4.829,0.071,0.7005,0.05,354.6,0.0432,0.8259,0.1912,0,0.7316,True,0.2428,0.7611,0.5244,0.73,focused_or_low_friction,synthetic_bootstrap
syn_00803,bootstrap_user_11,research_browsing,research_browsing_023,744.4,1.978,0.1196,0.1356,0.0701,801.6,0.0605,0.5371,0.7564,3,0.2815,True,0.2358,0.6759,0.2774,0.6171,focused_or_low_friction,synthetic_bootstrap
syn_00804,bootstrap_user_12,support_lookup,support_lookup_024,137.4,4.219,0.3186,0.5091,0.1036,283.8,0.0162,0.5813,0.3105,5,0.7674,False,0.2316,0.7213,0.4606,0.8371,focused_or_low_friction,synthetic_bootstrap
syn_00805,bootstrap_user_01,deep_work,deep_work_025,1622.4,0.932,0.0409,0.1773,0.0139,609.9,0.0946,0.8245,0.7925,1,0.2759,True,0.2297,0.7136,0.2739,0.5664,focused_or_low_friction,synthetic_bootstrap
syn_00806,bootstrap_user_02,deep_work,deep_work_026,2322.5,0.765,0.1097,0.2124,0.0619,525.5,0.0798,0.7227,0.581,1,0.4614,True,0.2375,0.7611,0.3548,0.6381,focused_or_low_friction,synthetic_bootstrap
syn_00807,bootstrap_user_03,coding_debugging,coding_debugging_027,1224.9,2.567,0.3323,0.0996,0.221,512.5,0.1554,0.792,0.5031,5,0.4321,True,0.3388,0.6578,0.4089,0.7302,moderate_friction,synthetic_bootstrap
